ID_INGRESO,MONTO,FUENTE_DE_INGRESO,ID_COMPROBANTE,ID_PLATAFORMA,ID_MARCA,ID_EPISODIO
123,190.75,PLATAFORMA,,210002,,131581
124,179.52,PLATAFORMA,,210002,,131589
125,924.89,PLATAFORMA,,210001,,131591
126,536.81,PLATAFORMA,,210002,,131592
127,104.41,PLATAFORMA,,210002,,131594
128,419.35,PLATAFORMA,,210002,,131599
129,515.73,PLATAFORMA,,210001,,131605
130,795.28,PLATAFORMA,,210003,,131607
131,227.52,PLATAFORMA,,210003,,131608
132,336.33,PLATAFORMA,,210002,,131609
133,333.96,PLATAFORMA,,210002,,131612
134,428.44,PLATAFORMA,,210002,,131617
135,871.85,PLATAFORMA,,210001,,131626
136,336.48,PLATAFORMA,,210001,,131628
137,374.39,PLATAFORMA,,210003,,131637
138,390.61,PLATAFORMA,,210002,,131638
139,812.85,PLATAFORMA,,210002,,131640
140,449.16,PLATAFORMA,,210002,,131642
141,749.69,PLATAFORMA,,210001,,131647
142,329.34,PLATAFORMA,,210002,,131649
143,999.44,PLATAFORMA,,210003,,131652
144,684.92,PLATAFORMA,,210002,,131654
145,951.48,PLATAFORMA,,210002,,131664
146,390.26,PLATAFORMA,,210001,,131671
147,363.4,PLATAFORMA,,210003,,131687
148,814.11,PLATAFORMA,,210002,,131688
149,921.52,PLATAFORMA,,210003,,131694
150,790.86,PLATAFORMA,,210002,,131699
151,149.86,PLATAFORMA,,210001,,131707
152,127.64,PLATAFORMA,,210003,,131711
153,687.64,PLATAFORMA,,210002,,131712
154,399.28,PLATAFORMA,,210002,,131715
155,958.97,PLATAFORMA,,210001,,131723
156,522.69,PLATAFORMA,,210002,,131730
157,924.77,PLATAFORMA,,210001,,131731
158,203.13,PLATAFORMA,,210001,,131733
159,278.33,PLATAFORMA,,210002,,131738
160,331.54,PLATAFORMA,,210003,,131740
161,315.19,PLATAFORMA,,210001,,131749
162,932.46,PLATAFORMA,,210001,,131750
163,215.74,PLATAFORMA,,210001,,131758
164,566.85,PLATAFORMA,,210002,,131761
165,646.8,PLATAFORMA,,210003,,131765
166,542.1,PLATAFORMA,,210002,,131781
167,157.07,PLATAFORMA,,210003,,131782
168,840.74,PLATAFORMA,,210002,,131796
169,957.91,PLATAFORMA,,210003,,131807
170,610.46,PLATAFORMA,,210003,,131810
171,392.55,PLATAFORMA,,210003,,131814
172,548.81,PLATAFORMA,,210003,,131819
173,236.6,PLATAFORMA,,210002,,131828
174,239.23,PLATAFORMA,,210003,,131837
175,425.39,PLATAFORMA,,210003,,131840
176,918.07,PLATAFORMA,,210002,,131842
177,289.2,PLATAFORMA,,210003,,131843
178,535.61,PLATAFORMA,,210002,,131846
179,257.9,PLATAFORMA,,210003,,131855
180,562.21,PLATAFORMA,,210002,,131857
181,898.13,PLATAFORMA,,210003,,131891
182,596.93,PLATAFORMA,,210001,,131893
183,861.02,PLATAFORMA,,210003,,131896
184,221.06,PLATAFORMA,,210002,,131908
185,407.3,PLATAFORMA,,210001,,131909
186,104.23,PLATAFORMA,,210003,,131912
187,249.28,PLATAFORMA,,210002,,131914
188,618.48,PLATAFORMA,,210003,,131917
189,639.21,PLATAFORMA,,210001,,131922
190,306.81,PLATAFORMA,,210003,,131927
191,909.38,PLATAFORMA,,210003,,131929
192,189.35,PLATAFORMA,,210002,,131934
193,583.17,PLATAFORMA,,210002,,131945
194,112.45,PLATAFORMA,,210003,,131949
195,192.77,PLATAFORMA,,210002,,131959
196,332.8,PLATAFORMA,,210003,,131961
197,825.25,PLATAFORMA,,210003,,131963
198,450.58,PLATAFORMA,,210001,,131975
199,324.17,PLATAFORMA,,210002,,131979
200,938.14,PLATAFORMA,,210002,,131980
201,966.42,PLATAFORMA,,210001,,131981
202,276.38,PLATAFORMA,,210002,,131983
203,133.78,PLATAFORMA,,210001,,131988
204,699.12,PLATAFORMA,,210003,,131993
205,167.87,PLATAFORMA,,210002,,131996
206,542.06,PLATAFORMA,,210001,,132005
207,231.98,PLATAFORMA,,210001,,132015
208,795.41,PLATAFORMA,,210001,,132016
209,370.91,PLATAFORMA,,210002,,132017
210,165.41,PLATAFORMA,,210002,,132025
211,150.64,PLATAFORMA,,210001,,132038
212,164.88,PLATAFORMA,,210002,,132045
213,255.05,PLATAFORMA,,210001,,132048
214,255.55,PLATAFORMA,,210003,,132051
215,583.56,PLATAFORMA,,210001,,132052
216,224.5,PLATAFORMA,,210003,,132058
217,839.01,PLATAFORMA,,210002,,132062
218,967.65,PLATAFORMA,,210003,,132067
219,882.54,PLATAFORMA,,210001,,132071
220,712.01,PLATAFORMA,,210003,,132077
221,806.78,PLATAFORMA,,210003,,132079
222,333.18,PLATAFORMA,,210002,,132085
223,518.89,PLATAFORMA,,210001,,132091
224,917.52,PLATAFORMA,,210002,,132094
225,111.92,PLATAFORMA,,210002,,132108
226,527.79,PLATAFORMA,,210002,,132115
227,349.08,PLATAFORMA,,210001,,132123
228,295.13,PLATAFORMA,,210001,,132127
229,329.98,PLATAFORMA,,210003,,132142
230,377.31,PLATAFORMA,,210003,,132156
231,923.04,PLATAFORMA,,210002,,132157
232,867.55,PLATAFORMA,,210002,,132161
233,604.81,PLATAFORMA,,210001,,132162
234,947.06,PLATAFORMA,,210002,,132165
235,822.46,PLATAFORMA,,210003,,132169
236,652.56,PLATAFORMA,,210001,,132171
237,857.88,PLATAFORMA,,210001,,132175
238,134.84,PLATAFORMA,,210001,,132177
239,314.85,PLATAFORMA,,210002,,132185
240,480.97,PLATAFORMA,,210003,,132190
241,904.07,PLATAFORMA,,210003,,132195
242,938.0,PLATAFORMA,,210003,,132197
243,238.1,PLATAFORMA,,210001,,132199
244,664.74,PLATAFORMA,,210002,,132200
245,413.75,PLATAFORMA,,210001,,132201
246,405.3,PLATAFORMA,,210001,,132207
247,759.27,PLATAFORMA,,210001,,132210
248,327.77,PLATAFORMA,,210003,,132211
249,627.93,PLATAFORMA,,210002,,132213
250,876.88,PLATAFORMA,,210001,,132222
251,975.39,PLATAFORMA,,210001,,132228
252,119.42,PLATAFORMA,,210003,,132235
253,148.89,PLATAFORMA,,210001,,132236
254,507.78,PLATAFORMA,,210002,,132253
255,638.88,PLATAFORMA,,210003,,132263
256,544.42,PLATAFORMA,,210003,,132264
257,683.42,PLATAFORMA,,210003,,132277
258,582.34,PLATAFORMA,,210001,,132279
259,775.68,PLATAFORMA,,210002,,132281
260,604.7,PLATAFORMA,,210003,,132283
261,123.4,PLATAFORMA,,210003,,132285
262,307.38,PLATAFORMA,,210001,,132287
263,648.43,PLATAFORMA,,210003,,132296
264,474.94,PLATAFORMA,,210003,,132301
265,512.48,PLATAFORMA,,210001,,132305
266,378.67,PLATAFORMA,,210001,,132311
267,382.76,PLATAFORMA,,210003,,132317
268,561.31,PLATAFORMA,,210003,,132327
269,924.4,PLATAFORMA,,210001,,132347
270,186.12,PLATAFORMA,,210002,,132350
271,636.21,PLATAFORMA,,210003,,132353
272,145.27,PLATAFORMA,,210001,,132357
273,803.02,PLATAFORMA,,210003,,132358
274,450.41,PLATAFORMA,,210002,,132359
275,908.48,PLATAFORMA,,210001,,132360
276,938.57,PLATAFORMA,,210002,,132362
277,112.89,PLATAFORMA,,210003,,132363
278,936.27,PLATAFORMA,,210002,,132365
279,447.74,PLATAFORMA,,210001,,132378
280,529.83,PLATAFORMA,,210003,,132380
281,583.78,PLATAFORMA,,210003,,132381
282,883.54,PLATAFORMA,,210002,,132390
283,689.55,PLATAFORMA,,210003,,132392
284,147.23,PLATAFORMA,,210003,,132394
285,219.07,PLATAFORMA,,210001,,132402
286,600.95,PLATAFORMA,,210001,,132409
287,360.85,PLATAFORMA,,210001,,132413
288,780.43,PLATAFORMA,,210001,,132416
289,864.01,PLATAFORMA,,210003,,132417
290,330.3,PLATAFORMA,,210003,,132420
291,907.89,PLATAFORMA,,210003,,132425
292,288.13,PLATAFORMA,,210003,,132428
293,766.9,PLATAFORMA,,210002,,132431
294,645.71,PLATAFORMA,,210002,,132432
295,571.2,PLATAFORMA,,210002,,132435
296,420.6,PLATAFORMA,,210002,,132439
297,816.3,PLATAFORMA,,210003,,132447
298,775.05,PLATAFORMA,,210002,,132453
299,751.94,PLATAFORMA,,210001,,132454
300,574.13,PLATAFORMA,,210001,,132462
301,933.49,PLATAFORMA,,210001,,132463
302,391.85,PLATAFORMA,,210003,,132466
303,976.8,PLATAFORMA,,210001,,132469
304,186.63,PLATAFORMA,,210003,,132478
305,898.44,PLATAFORMA,,210002,,132479
306,957.98,PLATAFORMA,,210002,,132480
307,697.62,PLATAFORMA,,210001,,132487
308,612.06,PLATAFORMA,,210001,,132492
309,628.67,PLATAFORMA,,210001,,132496
310,809.62,PLATAFORMA,,210002,,132500
311,255.45,PLATAFORMA,,210001,,132502
312,654.9,PLATAFORMA,,210003,,132506
313,683.86,PLATAFORMA,,210003,,132515
314,391.13,PLATAFORMA,,210002,,132525
315,474.34,PLATAFORMA,,210003,,132528
316,830.2,PLATAFORMA,,210002,,132532
317,172.14,PLATAFORMA,,210002,,132538
318,410.32,PLATAFORMA,,210002,,132542
319,207.22,PLATAFORMA,,210002,,132543
320,649.15,PLATAFORMA,,210002,,132546
321,893.64,PLATAFORMA,,210002,,132552
322,572.95,PLATAFORMA,,210003,,132564
323,351.54,PLATAFORMA,,210002,,132579
324,191.22,PLATAFORMA,,210002,,132580
325,699.72,PLATAFORMA,,210001,,132585
326,560.49,PLATAFORMA,,210003,,132589
327,172.8,PLATAFORMA,,210003,,132591
328,623.98,PLATAFORMA,,210001,,132595
329,390.82,PLATAFORMA,,210002,,132597
330,252.64,PLATAFORMA,,210003,,132598
331,626.14,PLATAFORMA,,210003,,132600
332,869.19,PLATAFORMA,,210003,,132616
333,817.05,PLATAFORMA,,210003,,132619
334,659.4,PLATAFORMA,,210003,,132624
335,166.65,PLATAFORMA,,210001,,132639
336,113.73,PLATAFORMA,,210001,,132640
337,954.0,PLATAFORMA,,210001,,132645
338,554.42,PLATAFORMA,,210002,,132648
339,185.35,PLATAFORMA,,210002,,132651
340,193.76,PLATAFORMA,,210001,,132656
341,645.5,PLATAFORMA,,210003,,132658
342,449.31,PLATAFORMA,,210003,,132666
343,225.63,PLATAFORMA,,210003,,132671
344,379.77,PLATAFORMA,,210003,,132672
345,326.04,PLATAFORMA,,210002,,132675
346,789.18,PLATAFORMA,,210003,,132676
347,408.27,PLATAFORMA,,210003,,132679
348,787.29,PLATAFORMA,,210001,,132682
349,247.57,PLATAFORMA,,210002,,132689
350,827.52,PLATAFORMA,,210003,,132698
351,763.88,PLATAFORMA,,210001,,132701
352,290.66,PLATAFORMA,,210001,,132709
353,186.98,PLATAFORMA,,210002,,132717
354,950.11,PLATAFORMA,,210001,,132720
355,373.49,PLATAFORMA,,210002,,132725
356,398.05,PLATAFORMA,,210001,,132726
357,944.29,PLATAFORMA,,210001,,132731
358,589.32,PLATAFORMA,,210003,,132734
359,896.3,PLATAFORMA,,210003,,132739
360,447.9,PLATAFORMA,,210003,,132749
361,996.39,PLATAFORMA,,210002,,132752
362,625.52,PLATAFORMA,,210001,,132755
363,775.6,PLATAFORMA,,210001,,132761
364,389.82,PLATAFORMA,,210001,,132764
365,552.56,PLATAFORMA,,210001,,132794
366,397.49,PLATAFORMA,,210001,,132799
367,716.97,PLATAFORMA,,210003,,132800
368,899.69,PLATAFORMA,,210002,,132805
369,590.37,PLATAFORMA,,210003,,132816
370,464.23,PLATAFORMA,,210002,,132821
371,963.56,PLATAFORMA,,210002,,132834
372,633.99,PLATAFORMA,,210001,,132839
373,572.92,PLATAFORMA,,210002,,132840
374,642.11,PLATAFORMA,,210001,,132843
375,859.54,PLATAFORMA,,210002,,132846
376,334.31,PLATAFORMA,,210002,,132864
377,319.02,PLATAFORMA,,210002,,132869
378,387.66,PLATAFORMA,,210002,,132873
379,990.07,PLATAFORMA,,210001,,132882
380,600.05,PLATAFORMA,,210001,,132892
381,806.15,PLATAFORMA,,210002,,132896
382,589.43,PLATAFORMA,,210001,,132904
383,279.86,PLATAFORMA,,210002,,132905
384,212.13,PLATAFORMA,,210002,,132911
385,966.26,PLATAFORMA,,210002,,132917
386,437.99,PLATAFORMA,,210003,,132930
387,755.31,PLATAFORMA,,210002,,132934
388,848.05,PLATAFORMA,,210002,,132937
389,814.27,PLATAFORMA,,210001,,132942
390,861.88,PLATAFORMA,,210003,,132949
391,891.88,PLATAFORMA,,210003,,132955
392,556.29,PLATAFORMA,,210003,,132962
393,941.26,PLATAFORMA,,210001,,132973
394,421.11,PLATAFORMA,,210001,,132986
395,601.22,PLATAFORMA,,210002,,132989
396,416.43,PLATAFORMA,,210002,,132990
397,594.12,PLATAFORMA,,210001,,132993
398,304.8,PLATAFORMA,,210003,,133000
399,473.55,PLATAFORMA,,210001,,133007
400,897.15,PLATAFORMA,,210001,,133020
401,982.85,PLATAFORMA,,210001,,133025
402,512.82,PLATAFORMA,,210003,,133026
403,450.82,PLATAFORMA,,210002,,133027
404,625.8,PLATAFORMA,,210002,,133030
405,880.01,PLATAFORMA,,210001,,133036
406,313.94,PLATAFORMA,,210003,,133037
407,614.78,PLATAFORMA,,210001,,133045
408,425.84,PLATAFORMA,,210001,,133053
409,349.67,PLATAFORMA,,210003,,133054
410,919.09,PLATAFORMA,,210002,,133064
411,120.2,PLATAFORMA,,210001,,133066
412,522.01,PLATAFORMA,,210001,,133070
413,897.57,PLATAFORMA,,210003,,133076
414,354.46,PLATAFORMA,,210001,,133077
415,563.42,PLATAFORMA,,210001,,133087
416,438.05,PLATAFORMA,,210002,,133088
417,714.09,PLATAFORMA,,210003,,133095
418,650.44,PLATAFORMA,,210001,,133109
419,627.16,PLATAFORMA,,210001,,133118
420,872.02,PLATAFORMA,,210002,,133119
421,576.85,PLATAFORMA,,210001,,133122
422,373.46,PLATAFORMA,,210002,,133124
423,943.96,PLATAFORMA,,210001,,133130
424,553.88,PLATAFORMA,,210003,,133140
425,547.67,PLATAFORMA,,210001,,133146
426,883.08,PLATAFORMA,,210003,,133172
427,666.72,PLATAFORMA,,210003,,133177
428,674.4,PLATAFORMA,,210002,,133179
429,658.15,PLATAFORMA,,210001,,133181
430,281.26,PLATAFORMA,,210001,,133182
431,712.88,PLATAFORMA,,210001,,133184
432,433.19,PLATAFORMA,,210003,,133190
433,574.64,PLATAFORMA,,210001,,133193
434,600.88,PLATAFORMA,,210002,,133194
435,323.65,PLATAFORMA,,210002,,133198
436,120.77,PLATAFORMA,,210001,,133207
437,559.7,PLATAFORMA,,210002,,133209
438,790.97,PLATAFORMA,,210001,,133211
439,821.36,PLATAFORMA,,210003,,133215
440,481.5,PLATAFORMA,,210003,,133219
441,964.62,PLATAFORMA,,210003,,133224
442,286.33,PLATAFORMA,,210003,,133227
443,101.33,PLATAFORMA,,210001,,133235
444,187.79,PLATAFORMA,,210001,,133237
445,718.14,PLATAFORMA,,210002,,133238
446,534.78,PLATAFORMA,,210002,,133243
447,681.89,PLATAFORMA,,210001,,133247
448,461.07,PLATAFORMA,,210001,,133268
449,415.5,PLATAFORMA,,210001,,133272
450,340.71,PLATAFORMA,,210001,,133278
451,594.04,PLATAFORMA,,210001,,133282
452,243.15,PLATAFORMA,,210001,,133293
453,886.29,PLATAFORMA,,210002,,133298
454,897.68,PLATAFORMA,,210003,,133305
455,412.68,PLATAFORMA,,210002,,133308
456,108.02,PLATAFORMA,,210003,,133312
457,325.93,PLATAFORMA,,210002,,133313
458,156.82,PLATAFORMA,,210001,,133319
459,696.79,PLATAFORMA,,210002,,133321
460,435.25,PLATAFORMA,,210001,,133324
461,110.69,PLATAFORMA,,210002,,133328
462,883.96,PLATAFORMA,,210001,,133340
463,965.68,PLATAFORMA,,210002,,133341
464,463.23,PLATAFORMA,,210003,,133347
465,611.76,PLATAFORMA,,210002,,133349
466,316.06,PLATAFORMA,,210002,,133355
467,776.05,PLATAFORMA,,210003,,133358
468,202.34,PLATAFORMA,,210002,,133364
469,497.63,PLATAFORMA,,210002,,133375
470,409.28,PLATAFORMA,,210002,,133376
471,931.83,PLATAFORMA,,210001,,133397
472,876.8,PLATAFORMA,,210002,,133400
473,943.42,PLATAFORMA,,210001,,133405
474,458.43,PLATAFORMA,,210003,,133415
475,894.12,PLATAFORMA,,210001,,133421
476,463.84,PLATAFORMA,,210003,,133422
477,872.21,PLATAFORMA,,210002,,133435
478,176.4,PLATAFORMA,,210003,,133438
479,664.14,PLATAFORMA,,210002,,133439
480,315.15,PLATAFORMA,,210002,,133458
481,193.66,PLATAFORMA,,210002,,133468
482,679.61,PLATAFORMA,,210002,,133483
483,915.95,PLATAFORMA,,210003,,133488
484,317.75,PLATAFORMA,,210003,,133502
485,944.24,PLATAFORMA,,210001,,133505
486,514.71,PLATAFORMA,,210001,,133508
487,489.45,PLATAFORMA,,210002,,133514
488,947.65,PLATAFORMA,,210003,,133515
489,808.51,PLATAFORMA,,210001,,133520
490,177.48,PLATAFORMA,,210001,,133522
491,180.86,PLATAFORMA,,210003,,133540
492,646.38,PLATAFORMA,,210001,,133544
493,358.21,PLATAFORMA,,210002,,133554
494,648.5,PLATAFORMA,,210003,,133559
495,437.05,PLATAFORMA,,210003,,133573
496,340.61,PLATAFORMA,,210001,,133579
497,181.89,PLATAFORMA,,210001,,133581
498,221.98,PLATAFORMA,,210002,,133582
499,415.81,PLATAFORMA,,210002,,133586
500,666.75,PLATAFORMA,,210003,,133589
501,187.98,PLATAFORMA,,210003,,133597
502,176.4,PLATAFORMA,,210001,,133614
503,239.31,PLATAFORMA,,210002,,133615
504,203.78,PLATAFORMA,,210003,,133630
505,985.46,PLATAFORMA,,210003,,133648
506,215.12,PLATAFORMA,,210001,,133652
507,233.77,PLATAFORMA,,210001,,133658
508,338.23,PLATAFORMA,,210002,,133659
509,948.45,PLATAFORMA,,210002,,133660
510,124.61,PLATAFORMA,,210002,,133661
511,650.64,PLATAFORMA,,210002,,133666
512,765.19,PLATAFORMA,,210002,,133672
513,148.29,PLATAFORMA,,210002,,133675
514,610.22,PLATAFORMA,,210001,,133677
515,679.24,PLATAFORMA,,210002,,133680
516,987.28,PLATAFORMA,,210002,,133699
517,969.34,PLATAFORMA,,210003,,133702
518,196.99,PLATAFORMA,,210001,,133703
519,206.45,PLATAFORMA,,210003,,133704
520,115.51,PLATAFORMA,,210003,,133706
521,814.05,PLATAFORMA,,210002,,133707
522,239.33,PLATAFORMA,,210002,,133710
523,100.65,PLATAFORMA,,210001,,133720
524,420.36,PLATAFORMA,,210002,,133721
525,801.58,PLATAFORMA,,210001,,133728
526,126.47,PLATAFORMA,,210003,,133731
527,237.72,PLATAFORMA,,210003,,133737
528,161.99,PLATAFORMA,,210002,,133743
529,442.97,PLATAFORMA,,210001,,133746
530,462.5,PLATAFORMA,,210003,,133754
531,816.11,PLATAFORMA,,210003,,133757
532,266.02,PLATAFORMA,,210003,,133759
533,618.19,PLATAFORMA,,210003,,133761
534,613.36,PLATAFORMA,,210001,,133764
535,696.26,PLATAFORMA,,210003,,133768
536,254.63,PLATAFORMA,,210003,,133779
537,739.15,PLATAFORMA,,210001,,133792
538,175.52,PLATAFORMA,,210002,,133793
539,517.1,PLATAFORMA,,210001,,133807
540,341.37,PLATAFORMA,,210001,,133819
541,786.49,PLATAFORMA,,210001,,133822
542,429.6,PLATAFORMA,,210001,,133827
543,125.38,PLATAFORMA,,210001,,133829
544,230.2,PLATAFORMA,,210003,,133832
545,805.03,PLATAFORMA,,210001,,133833
546,987.98,PLATAFORMA,,210001,,133835
547,565.79,PLATAFORMA,,210001,,133840
548,521.03,PLATAFORMA,,210001,,133841
549,635.41,PLATAFORMA,,210001,,133846
550,843.11,PLATAFORMA,,210002,,133849
551,128.22,PLATAFORMA,,210001,,133868
552,305.94,PLATAFORMA,,210002,,133869
553,677.55,PLATAFORMA,,210003,,133874
554,721.24,PLATAFORMA,,210003,,133877
555,283.07,PLATAFORMA,,210002,,133887
556,216.7,PLATAFORMA,,210002,,133899
557,322.61,PLATAFORMA,,210002,,133901
558,744.45,PLATAFORMA,,210002,,133904
559,132.85,PLATAFORMA,,210002,,133905
560,132.28,PLATAFORMA,,210001,,133911
561,861.42,PLATAFORMA,,210001,,133915
562,116.63,PLATAFORMA,,210001,,133923
563,849.53,PLATAFORMA,,210001,,133935
564,495.46,PLATAFORMA,,210001,,133940
565,769.81,PLATAFORMA,,210003,,133945
566,858.97,PLATAFORMA,,210001,,133956
567,985.91,PLATAFORMA,,210003,,133962
568,520.54,PLATAFORMA,,210003,,133965
569,591.68,PLATAFORMA,,210002,,133972
570,533.01,PLATAFORMA,,210002,,133982
571,148.59,PLATAFORMA,,210003,,133985
572,214.35,PLATAFORMA,,210002,,133987
573,708.07,PLATAFORMA,,210003,,133988
574,174.79,PLATAFORMA,,210001,,133991
575,422.8,PLATAFORMA,,210001,,133992
576,795.27,PLATAFORMA,,210002,,133993
577,622.39,PLATAFORMA,,210001,,133994
578,771.1,PLATAFORMA,,210002,,133995
579,641.31,PLATAFORMA,,210002,,133997
580,264.8,PLATAFORMA,,210003,,133998
581,711.79,PLATAFORMA,,210003,,134005
582,555.78,PLATAFORMA,,210001,,134007
583,940.1,PLATAFORMA,,210003,,134010
584,177.71,PLATAFORMA,,210001,,134015
585,714.96,PLATAFORMA,,210001,,134019
586,623.44,PLATAFORMA,,210002,,134026
587,582.94,PLATAFORMA,,210001,,134027
588,684.68,PLATAFORMA,,210003,,134030
589,282.65,PLATAFORMA,,210001,,134031
590,373.75,PLATAFORMA,,210003,,134035
591,691.43,PLATAFORMA,,210002,,134037
592,892.22,PLATAFORMA,,210002,,134038
593,395.25,PLATAFORMA,,210001,,134040
594,425.41,PLATAFORMA,,210002,,134041
595,978.5,PLATAFORMA,,210003,,134044
596,643.01,PLATAFORMA,,210002,,134048
597,267.71,PLATAFORMA,,210003,,134053
598,983.19,PLATAFORMA,,210002,,134056
599,106.27,PLATAFORMA,,210001,,134059
600,813.28,PLATAFORMA,,210001,,134060
601,112.31,PLATAFORMA,,210002,,134067
602,134.15,PLATAFORMA,,210001,,134076
